"UF","DOC_KEY","QTD_POLOS_MESMO_DOC","CERTEZA_VINCULO","INSTITUICAO","NOME_POLO_OU_CAMPUS","MUNICIPIO_POLO","NOME_ARQUIVO_LOCAL","CAMINHO_ARQUIVO_LOCAL","PPC_COMPARTILHADO"
"PI","EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67","14","ALTA","UFPI","Polo de Apoio Presencial - Canto do Buriti-PI","Canto do Buriti","PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf","SIM"
"PI","EA1AC55258A2EA4D081A00DDF64C216F815B4277036B3E8167516D7FC3D5DE67","14","ALTA","UFPI","Polo de Apoio Presencial - Palmeirais-PI","Palmeirais","PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__EAD__POLOS_7__Altos_Simoes_Teresina_Pio_IX_Sao_Joao_do_Piaui_Anisio_de_Abreu_Luis_Correia__2025__DOC0002.pdf","SIM"
"PI","F0559D4D217DB70C388AC6C3695DBC9443708C080FEE13A6BA2B54881382ACFD","2","ALTA","IFPI","Campus Floriano do Instituto Federal do Piauí","Floriano","PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf","SIM"
"PI","F0559D4D217DB70C388AC6C3695DBC9443708C080FEE13A6BA2B54881382ACFD","2","ALTA","UESPI","Oeiras","Oeiras","PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\PI\PI__Universidade_Estadual_do_Piaui_UESPI__PRESENCIAL__POLO__Campus_Professor_Possidonio_Queiroz__Oeiras__2023__DOC0005.pdf","SIM"
"RN","7797E385512BCEBFB387257F84A5F1CFC31054085E1A3414CDE8481B40C26E5E","4","ALTA","IFRN","Pólo de Apoio Presencial - Parnamirim","Parnamirim","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","SIM"
"RN","7797E385512BCEBFB387257F84A5F1CFC31054085E1A3414CDE8481B40C26E5E","4","ALTA","UFRN","Campus de Caicó","Caicó","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","SIM"
"RN","7797E385512BCEBFB387257F84A5F1CFC31054085E1A3414CDE8481B40C26E5E","4","ALTA","UFRN","Polo de Lajes","Lajes","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","SIM"
"RN","7797E385512BCEBFB387257F84A5F1CFC31054085E1A3414CDE8481B40C26E5E","4","ALTA","UFRN","Polo UAB - LUIS GOMES","Luís Gomes","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__EAD__POLOS_4__Guamare_Marcelino_Vieira_Parnamirim_Mossoro__2023_web_20__DOC0001.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","IFRN","São Paulo do Potengi","São Paulo do Potengi","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","UERN","CAMPUS UNIVERSITÁRIO CENTRAL","Mossoró","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","UFERSA","Polo Sertão das Caraubeiras","Caraúbas","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","UFRN","Campus de Caicó","Caicó","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","UFRN","Polo de Marcelino Vieira","Marcelino Vieira","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","C645EF2C2EF2634C37FAFFAE390FF223C5D869B294F6C4A2439439AD4EBE8ABB","6","ALTA","UFRN","Polo de Martins","Martins","RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_Federal_Rural_do_Semi_Arido_UFERSA_web_114__EAD__POLOS_6__Caraubas_Mossoro_Natal_Guamare_Serra_de_Sao_Bento_Grossos__2018_web_114__DOC0003.pdf","SIM"
"RN","D4EF9DF604BAD08E8C22335C1EA7219C00E9A6DCAD0FE48611D2156D57CCE986","5","ALTA","IFRN","Campus Mossoró","Mossoró","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","SIM"
"RN","D4EF9DF604BAD08E8C22335C1EA7219C00E9A6DCAD0FE48611D2156D57CCE986","5","ALTA","UERN","Campus Avançado de Patu","Patu","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","SIM"
"RN","D4EF9DF604BAD08E8C22335C1EA7219C00E9A6DCAD0FE48611D2156D57CCE986","5","ALTA","UFERSA","Serra de São Bento","Serra de São Bento","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","SIM"
"RN","D4EF9DF604BAD08E8C22335C1EA7219C00E9A6DCAD0FE48611D2156D57CCE986","5","ALTA","UFRN","Campus de Natal","Natal","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","SIM"
"RN","D4EF9DF604BAD08E8C22335C1EA7219C00E9A6DCAD0FE48611D2156D57CCE986","5","ALTA","UFRN","Polo UAB São Gonçalo do Amarante","São Gonçalo do Amarante","RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Rio_Grande__PRESENCIAL__POLOS_5__Mossoro_Ceara_Mirim_Sao_Paulo_do_Potengi_Santa_Cruz_Natal__2025_web_5__DOC0002.pdf","SIM"
"RN","D75A892462B14C498C0F17778EFB5731B572259A7C0A737E85A9E085D942342A","1","ALTA","IFRN","Campus Ceará Mirim","Ceará-Mirim","RN__Universidade_do_Estado_do_Rio_Grande_do_Norte_UERN_web_115__PRESENCIAL__POLO__Campus_Avancado_de_Patu__Patu__2025_web_115__DOC0004.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\RN\RN__Universidade_do_Estado_do_Rio_Grande_do_Norte_UERN_web_115__PRESENCIAL__POLO__Campus_Avancado_de_Patu__Patu__2025_web_115__DOC0004.pdf","NAO"
"SE","148C4787F5CBE8B444824AADEBC901CC6A65CEDE9828D679320D38C8D4A2776D","1","ALTA","UFS","Pólo de Apoio Presencial de São Domingos","São Domingos","SE__Universidade_Federal_de_Sergipe_UFS_web_246__PRESENCIAL__POLO__Campus_Universitario_Prof_Alberto_Carvalho__Itabaiana__2022__DOC0003.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_246__PRESENCIAL__POLO__Campus_Universitario_Prof_Alberto_Carvalho__Itabaiana__2022__DOC0003.pdf","NAO"
"SE","1713712AACB3656B3E657C49DD684EA417A9D9B1FC61F81C6794BC928E4269C8","1","ALTA","UFS","Pólo de Apoio Presencial de Brejo Grande","Brejo Grande","SE__Universidade_Federal_de_Sergipe_UFS_web_238__PRESENCIAL__POLO__Unidade_SEDE_Campus_Sao_Cristovao__Sao_Cristovao__2009__DOC0002.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_238__PRESENCIAL__POLO__Unidade_SEDE_Campus_Sao_Cristovao__Sao_Cristovao__2009__DOC0002.pdf","NAO"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Campus do Sertão","Nossa Senhora da Glória","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Campus Universitário Prof Alberto Carvalho","Itabaiana","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Arauá","Arauá","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Areia Branca","Areia Branca","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Lagarto","Lagarto","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Nossa Senhora das Dores","Nossa Senhora das Dores","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Poço Verde","Poço Verde","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Porto da Folha","Porto da Folha","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Pólo de Apoio Presencial de Propriá","Propriá","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Unidade SEDE","São Cristóvão","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Unidade SEDE","São Cristóvão","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Unidade SEDE","São Cristóvão","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
"SE","ABE1D8F5C99813456B40D2699B33D449210D91FC2111FD11B328B03CB8F7D493","13","ALTA","UFS","Unidade SEDE","São Cristóvão","SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\SE\SE__Universidade_Federal_de_Sergipe_UFS_web_350__EAD__POLOS_13__Areia_Branca_Estancia_Porto_da_Folha_Carira_Japaratuba_Brejo_Grande_Nossa_Senhora_das_Dore__2006__DOC0001.pdf","SIM"
