"UF","DOC_KEY","QTD_POLOS_MESMO_DOC","CERTEZA_VINCULO","INSTITUICAO","NOME_POLO_OU_CAMPUS","MUNICIPIO_POLO","NOME_ARQUIVO_LOCAL","CAMINHO_ARQUIVO_LOCAL","PPC_COMPARTILHADO"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFC","Polo UAB - CAUCAIA","Caucaia","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFCA","Campus Brejo Santo","Brejo Santo","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFCA","Campus Icó","Icó","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","7BA65BC761752E37F131DA249467EB7B623E13013D932D7C7D58CB9170E9239D","16","ALTA","UFCA","Polo de Apoio Presencial de Santa Quitéria-Ce","Santa Quitéria","CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Estadual_do_Ceara_UECE__EAD__POLOS_16__Itarema_Lavras_da_Mangabeira_Piquet_Carneiro_Caninde_Quixeramobim_Quiterianopolis_Caucaia___NAO_ENCONTRADO__DOC0002.pdf","SIM"
"CE","8194B43F5A680DC762B143B506FC6ED323508C55AC1D257F8BA3192680FA2669","1","ALTA","IFCE","Campus Canindé","Canindé","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Cedro__Cedro__2012__DOC0010.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Cedro__Cedro__2012__DOC0010.pdf","NAO"
"CE","87A2A25D34E54C0D7D8FF8609AF3677ECEC509B47659E383EBCD188AE50D32FE","2","ALTA","UFC","Fortaleza","Fortaleza","CE__Universidade_Federal_do_Cariri_UFCA__PRESENCIAL__POLOS_2__Juazeiro_do_Norte_Brejo_Santo__2023__DOC0008.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Federal_do_Cariri_UFCA__PRESENCIAL__POLOS_2__Juazeiro_do_Norte_Brejo_Santo__2023__DOC0008.pdf","SIM"
"CE","87A2A25D34E54C0D7D8FF8609AF3677ECEC509B47659E383EBCD188AE50D32FE","2","ALTA","UFC","Polo UAB - IPUEIRAS","Ipueiras","CE__Universidade_Federal_do_Cariri_UFCA__PRESENCIAL__POLOS_2__Juazeiro_do_Norte_Brejo_Santo__2023__DOC0008.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Federal_do_Cariri_UFCA__PRESENCIAL__POLOS_2__Juazeiro_do_Norte_Brejo_Santo__2023__DOC0008.pdf","SIM"
"CE","97F78D8302DE66CB3518A82BF21F52DEDE9FAE45EC63C7106B3FA7D2A13A2F50","1","ALTA","IFCE","Polo UAB - OROS","Orós","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Caucaia__Caucaia__2021__DOC0012.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Caucaia__Caucaia__2021__DOC0012.pdf","NAO"
"CE","BF18AA12F3ADF7FC14E661AB6C7FA9DFA1CD0CB14981EC1D4A358B65EBDF3851","1","ALTA","UFCA","Campus Juazeiro do Norte","Juazeiro do Norte","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Sobral__Sobral__NAO_ENCONTRADO__DOC0006.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Sobral__Sobral__NAO_ENCONTRADO__DOC0006.pdf","NAO"
"CE","DE9E3281D9D6104D757CC78231C3A2842151C0AB64DF2E6504BEE1F44F97DB98","1","ALTA","UECE","CAMPUS IGUATU","Iguatu","CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maranguape__Maranguape__2023__DOC0016.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_do_Ceara_IFCE__PRESENCIAL__POLO__Campus_Maranguape__Maranguape__2023__DOC0016.pdf","NAO"
"CE","EDE8080AD6618C4BF08C9B39231143232372498EFDA7FBA26B20084A863EE4A6","5","ALTA","IFCE","Campus Caucaia","Caucaia","CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","SIM"
"CE","EDE8080AD6618C4BF08C9B39231143232372498EFDA7FBA26B20084A863EE4A6","5","ALTA","IFCE","Campus Juazeiro do Norte","Juazeiro do Norte","CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","SIM"
"CE","EDE8080AD6618C4BF08C9B39231143232372498EFDA7FBA26B20084A863EE4A6","5","ALTA","UECE","Quixeramobim","Quixeramobim","CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","c:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\CE\CE__Universidade_Federal_do_Cariri_UFCA__EAD__POLOS_5__Iguatu_Ico_Brejo_Santo_Santa_Quiteria__2023__DOC0003.pdf","SIM"
